latitude,longitude
4.531,-22.7378
-86.5368,-66.6576
27.3383,54.9124
55.7551,5.0666
-67.2707,103.4079
59.8909,-141.5382
-28.5059,51.2151
37.1563,145.6294
-31.4648,-144.9035
17.5877,-46.9769
29.4358,-19.6047
-12.0348,-35.8537
48.7446,25.7131
-49.2632,-110.1234
-85.9995,128.7836
-28.0818,149.9376
-81.8266,-125.3641
7.9064,172.0724
-17.9077,-35.3366
-42.6051,-111.6235
88.3866,62.8696
-69.9266,-134.4397
41.1291,-100.6896
-61.1059,156.052
-31.1674,177.3737
-51.1399,172.5671
83.4295,-161.8816
-83.2221,173.4492
65.3567,167.9748
68.0637,129.2288
-78.9112,-115.7939
-29.1722,61.0716
-29.3342,157.7325
-39.4783,14.2256
-66.8949,50.6466
-43.8235,-139.2636
64.7755,97.2234
70.0013,176.5698
83.4597,31.8274
-45.7175,125.4645
-10.598,-29.0074
-8.4656,-137.2525
-48.8939,134.1234
-42.975,-80.3409
76.9983,159.6307
24.7795,20.9045
12.4685,-168.3799
-26.0471,158.3243
56.4402,-161.967
3.551,117.2481
-5.5668,-19.1939
40.1289,-34.7391
65.1479,91.5424
-87.0568,49.6291
45.0886,102.5309
-6.085,-19.4328
-74.1437,82.3436
-3.3309,-122.8179
-17.9651,63.0394
-80.5667,109.0535
-72.8963,97.5108
11.3088,-130.4188
-17.1571,-52.8165
-4.8567,-90.7761
-81.4177,114.9969
51.2995,-34.7195
-40.237,13.4652
-23.6811,65.3124
-78.2813,-179.8508
22.6578,111.0121
23.9823,-110.8796
71.6525,-37.4583
11.5967,-25.7565
3.3844,-95.7133
25.5807,113.542
-58.6545,33.4281
86.2011,-48.418
56.0511,-90.8485
6.4929,-101.196
20.4215,-112.3814
-12.911,-106.2693
25.0731,168.2671
2.1685,-75.6646
22.7188,-48.5367
61.8809,-62.9691
-39.3853,164.2044
-73.041,-53.2924
80.7299,90.4941
59.3091,157.3089
73.1038,12.1704
-52.7108,-5.1786
83.2326,-58.8691
-51.2048,-113.7734
-58.3128,-109.9851
-15.146,-164.5469
-33.3105,84.3406
-56.5141,7.7603
38.2699,96.8616
-75.4366,-22.7628
49.0157,101.5789
-60.8265,-165.8386
-61.3403,104.5375
65.7574,-65.3526
28.8269,-57.8885
-5.6709,-137.339
-4.2929,-138.3668
-15.9346,168.6664
-58.9469,166.2736
-25.7504,58.1061
-4.6096,39.9211
-85.0337,-10.6899
86.321,-80.5196
-6.5491,76.4808
18.6604,106.3744
-74.2418,107.6794
38.5029,-164.9552
43.3071,-133.7846
14.1465,31.305
68.0584,38.6669
-48.4464,-57.3834
-45.8711,54.3635
-72.0248,44.3592
-1.6437,143.5546
-19.1269,152.7081
51.2081,105.3882
43.8688,-46.9052
66.1486,55.8786
-14.9101,-121.2647
-80.0625,-132.4002
-15.2896,-135.3592
-9.6577,135.7608
7.4262,151.6355
51.5574,-178.8415
55.3145,-19.7092
-43.4719,-144.8664
12.1991,-74.148
64.0204,115.6812
65.2048,103.349
47.997,110.7658
-68.539,-43.351
-4.4069,-61.7896
78.6773,96.8873
60.2035,-111.0546
85.2728,-135.7731
60.125,91.1371
35.2666,65.193
10.4794,-174.0625
-32.8489,-105.913
84.6597,-178.1221
11.461,118.0304
-25.716,107.7023
47.0262,-151.3769
83.2437,-61.766
-81.1451,-57.2117
-89.4942,146.3863
15.5512,139.3971
-60.8624,84.4087
75.1705,-50.4136
32.9628,-112.3289
-73.9673,-92.4037
2.3506,112.6405
67.7205,44.8018
12.6703,-122.3582
66.8686,156.0509
-18.9761,88.2557
-45.7347,47.6145
-2.2535,-150.6541
9.9319,40.6799
-84.9286,146.0569
7.9456,-174.5833
23.9049,104.7658
-12.697,101.0203
89.2868,28.6896
-18.085,151.7519
41.8636,154.6903
25.9945,144.3754
-76.148,155.8479
-81.467,138.0174
34.5227,-43.7895
-74.1477,-65.5086
-85.9149,-5.9211
-87.53,-16.8323
5.495,-129.5454
-42.9888,95.6917
-71.1566,122.3189
-26.4715,-125.965
53.16,71.9936
84.3214,71.1139
71.551,-49.6513
11.4079,-129.5886
-34.3942,27.6486
24.5816,-129.4465
-53.6392,-56.3662
-19.9953,11.4623
-56.3057,135.5428
40.3617,13.5165
-47.8016,-19.3507
-76.958,143.5373
75.0989,-46.0421
-28.9678,19.1645
-10.4788,-160.0142
-57.5208,162.0588
32.4328,75.7531
-21.2151,-98.478
-79.8029,-25.8385
-20.5422,-108.4362
87.3483,-133.2931
88.8016,-41.0312
-76.8262,-83.1434
-84.2645,-59.773
4.5364,-84.3128
-77.4292,-74.9985
-45.7419,-145.0342
-37.7448,-48.7704
44.4748,47.9839
-64.6603,77.3451
57.73,79.2847
-65.3681,-79.3586
55.9034,-99.2311
88.6849,133.2017
24.0558,52.5533
-49.0004,-77.051
66.1799,83.6712
-28.6689,-67.5325
31.8996,-17.5786
-43.8396,81.8256
-50.0515,93.702
-69.4944,-16.1042
57.9732,150.4741
-19.7971,32.2895
33.5007,64.6176
84.1973,174.9127
-65.1462,23.0253
41.0679,-109.7146
67.6943,109.9453
42.5424,128.1882
10.4148,-99.3557
42.7599,-80.6274
-46.4083,-88.3597
-48.0546,58.6508
27.2907,87.988
6.6686,40.8976
56.6139,166.6537
83.9576,-74.2867
36.6891,-36.522
89.8246,179.9285
-34.2382,-94.9543
-18.0536,-13.9541
41.8708,-150.7815
-63.6752,-86.4182
20.486,108.2326
-50.7946,-152.5237
65.7723,-54.0906
-66.4523,-117.8655
-23.833,2.9042
89.8514,-9.1354
56.3241,-99.188
-17.0032,60.1754
-74.1459,-7.6595
-81.8327,173.5103
64.7239,-28.7026
73.6168,10.5172
-66.1771,-71.4699
-21.4864,-50.9162
52.282,-75.6954
-67.9669,-27.7867
-88.8572,-95.6606
-42.7767,178.5359
-29.9484,-31.2824
-60.5769,122.4724
-40.4635,65.6526
-30.8651,30.3021
15.3073,-105.4382
67.4853,-152.6853
-69.3745,5.7732
-89.2331,91.0815
86.4945,49.2228
-15.6247,163.9162
-87.8859,116.1183
-9.8354,-22.48
-37.2276,-20.8465
-5.6437,84.3834
-4.1925,-136.1728
-46.2908,-169.945
-11.4674,39.5079
-20.5908,179.9287
-23.7764,-158.1159
34.0615,122.5296
-48.3749,165.5248
25.314,37.7508
52.9842,-155.9893
-79.2852,-55.3008
-14.4567,168.5454
-40.42,-157.9429
1.5167,-163.0335
50.9443,158.8363
-39.6266,-62.5134
-85.2465,20.6974
-28.5235,-131.3409
30.2653,147.5856
55.9989,-55.1617
72.1803,-58.0712
85.1133,41.9824
13.2058,172.4002
-59.8468,-71.5303
-7.089,178.8148
-18.3077,-67.9678
-27.4628,78.7317
-68.0133,-113.711
-69.3638,5.065
-2.5232,24.4537
19.7772,-35.0634
29.8488,-175.59
15.7225,-78.0886
46.0244,97.6208
-11.109,117.3141
87.3018,-118.9766
-18.6868,-142.3475
3.3634,32.4641
-18.3723,-98.3389
-48.5604,-162.3861
0.5089,-32.9522
11.7543,-167.8731
-51.6718,-81.259
21.2524,-69.1903
58.2116,-10.2583
-66.7632,3.0699
-69.3195,-96.1207
36.4181,8.8629
-84.9369,132.3576
83.0616,-165.0706
-73.3735,-128.6618
75.9106,-81.0891
87.0452,136.6621
71.9361,-160.3482
-52.6812,42.8597
26.5951,-76.8876
-42.2227,-54.6636
-55.4962,49.4534
-84.291,-98.6153
10.4043,67.0612
67.2169,102.6842
24.9767,99.2441
16.1765,-30.1678
10.7326,7.5096
77.9846,-91.2691
15.8611,96.635
-20.0813,121.6708
83.8967,-7.1083
58.214,164.935
87.4392,2.7742
-80.1099,151.5323
16.9141,-12.6125
0.7936,-77.0526
-66.1492,-160.1885
-16.6134,140.3804
19.5451,41.8576
30.2448,-128.6658
-62.4687,94.89
49.8269,-35.7401
61.5436,74.6309
61.4186,-116.7529
-88.6132,-124.093
17.0749,-130.3079
-86.0398,20.1892
-6.444,155.7569
-52.6752,-134.57
-79.1372,89.2879
-7.4679,-139.6368
65.7868,-139.8174
-6.3591,-123.9743
-61.2398,118.3832
74.6538,113.239
28.1723,-89.7624
-1.6203,-95.0258
27.1737,-175.03
-11.6849,153.1569
16.2788,9.3925
-5.4979,66.5666
-3.0419,-139.439
-9.5381,171.6481
1.2706,-134.4804
48.7024,-100.6443
28.6126,-156.6314
52.1905,-50.4462
-65.9296,-41.6948
66.1476,2.0948
-7.4532,82.9899
51.8064,18.6993
31.9258,100.353
-16.494,-16.0032
-27.3463,-137.588
30.6491,-174.4616
20.9367,-125.5519
-14.4439,-170.1038
-34.4374,-75.9246
42.9209,61.3872
-47.534,-153.4561
19.5927,77.3761
43.3078,-23.1775
38.1825,-169.9183
67.9688,-10.1651
-34.1264,82.6751
-70.2673,-56.0001
-13.6628,90.2979
65.0195,22.6068
45.3418,16.667
-20.2811,61.9539
-28.4496,86.8418
19.8133,40.0375
16.2409,1.6458
32.3403,119.4703
23.6095,-103.1694
-59.2571,168.7137
-56.9424,104.2681
87.2868,-165.309
-47.9921,-128.1579
-32.5769,-129.1238
-0.3731,25.2372
24.1161,-43.5009
-49.3253,47.7784
78.8054,30.9357
-22.5388,53.371
11.0884,-27.9828
66.5513,104.8151
-5.0743,-134.6241
6.757,32.3522
-59.348,-49.9471
55.4813,-30.0177
-60.576,102.8088
29.5665,-144.8323
19.4319,-70.5912
-44.4536,-37.5011
-29.2533,-173.4763
5.5684,-175.7392
-56.9378,-0.286
-33.3629,141.6239
38.9806,143.6293
34.2201,85.1327
-86.3152,-26.0373
-58.9706,-11.5933
28.5941,-59.4736
49.9979,45.9956
39.5767,-156.2287
-0.1182,-94.611
11.9261,-161.2089
-32.8766,41.5133
1.0758,-55.086
-41.0138,-174.5878
64.7495,-47.731
59.2733,20.7457
79.5423,-63.1034
-23.5652,-2.7718
-2.32,92.6193
16.7604,168.7837
67.4337,147.8147
-74.6232,-143.9355
66.5205,-78.3825
14.148,-156.8456
-43.0672,160.4236
-53.4443,-127.5018
-14.6264,-3.1617
80.8818,45.2264
-23.6512,122.3407
-56.0926,-67.0998
-19.8658,-113.7121
37.3301,41.9566
-56.1688,-177.2141
26.9521,-101.2654
13.7754,87.2818
-47.5708,-173.3506
17.1425,48.3909
50.8238,-157.2536
-80.6834,-31.6987
-34.1418,53.1879
29.6329,126.3813
72.7409,133.3592
89.7938,-166.4027
23.1573,100.1878
-88.2548,164.5119
-81.7192,-144.8714
-12.0736,61.0486
-79.8948,34.535
-24.529,-110.6807
83.4878,-17.8993
72.2334,177.5271
41.6604,-121.2232
-7.3974,52.6465
-88.2118,-103.8511
54.7799,-161.079
-80.364,50.3341
-1.1625,75.1491
38.9084,83.2079
37.3376,114.132
33.1956,-154.2834
-24.7775,70.1717
-48.1372,-157.8725
-35.6963,-77.6009
29.5297,175.2139
24.2012,111.648
33.3532,-168.4677
52.9624,-147.5396
-77.7017,126.3836
16.1859,23.5721
76.7591,165.221
78.6033,-87.2536
7.5281,95.7037
6.5374,-27.8635
53.0335,52.0192
77.2523,-149.7409
2.2418,-114.6974
25.1681,-164.1002
34.3945,9.9383
78.956,178.6535
-78.9889,-78.1944
-44.957,29.4195
12.9406,-137.0515
83.0976,-28.0651
58.0148,-110.2654
-0.0231,97.3182
-27.1093,-54.1954
69.9568,-20.4928
-61.4082,-66.8271
85.9337,-25.3336
-16.4577,32.7009
85.5392,-24.7927
-47.879,141.9609
-63.8587,-27.7611
0.2883,129.1605
38.0066,-50.8313
-1.6934,-126.1133
16.0009,-48.8376
-69.8739,85.4867
28.5015,86.055
78.5507,-73.4244
86.4961,1.3891
87.8564,144.9561
89.1573,148.6857
11.5015,36.2703
-83.9089,94.6013
-74.1988,166.4412
37.3764,63.7291
73.9134,121.7753
-68.3651,-126.845
-1.5487,-41.0902
71.212,107.663
12.1969,-68.7293
89.8896,-99.5423
56.4736,99.4025
34.8758,-46.2267
-54.1514,-25.7231
-12.8847,47.4002
-89.1818,-81.3995
40.4214,-20.4676
0.6707,-127.0433
-66.8037,59.2163
5.4532,107.9279
-15.8141,87.2759
-67.4455,157.8824
-66.7149,-68.4106
-64.4413,-52.6774
-12.248,-79.19
-57.6246,108.5359
23.4621,25.8839
-39.5748,-137.7475
-40.0851,10.7772
4.8208,-96.4312
4.2208,52.3648
-61.5471,-70.1729
-14.1337,90.3154
-17.89,-171.0228
-39.8851,-123.5426
-70.9394,-156.6144
-26.2431,102.2569
-52.2322,52.6498
-73.5925,-42.4716
17.7367,-125.8176
-1.1861,27.2168
24.4042,169.4717
79.9955,55.2925
27.0626,171.5175
-43.7898,-72.5887
-82.9074,-12.6763
9.3897,-104.9167
28.7242,-14.2513
-41.3886,75.0476
-27.098,96.3144
87.272,14.4595
-52.3614,24.8628
65.0669,40.4956
28.8801,-14.113
39.2378,-155.364
22.4003,148.1205
0.1993,-79.9282
29.7742,-172.3185
77.9597,-168.3585
-9.7639,-62.9952
-58.069,23.1507
27.7227,80.6384
23.4728,-175.7307
-38.773,-71.4423
4.1746,83.6666
-24.3563,-146.6892
-72.5379,40.0974
-10.401,-68.2199
74.8361,159.6087
-35.2397,-50.0711
65.224,-72.4352
22.3181,123.3301
48.9878,141.2474
-86.407,38.7194
32.4484,157.5308
-51.667,161.5384
-87.9998,51.5586
22.5239,-147.9288
-24.9117,60.6295
20.7992,45.8472
49.4708,-133.0632
9.3513,3.6093
-84.4208,65.348
-26.687,-146.001
50.0571,-38.1233
-33.1696,108.4107
-78.052,-60.6324
-86.7556,-45.8908
-85.5465,8.1124
61.1403,-150.3336
-49.1138,43.7452
-49.4974,174.2504
-71.3115,163.2006
-10.815,-24.2224
30.3172,-21.4806
51.5441,-61.1663
-67.311,107.8999
26.4682,-23.0829
-3.9787,-0.5163
-4.6492,72.6647
43.5427,23.4853
-51.9308,13.0691
29.3559,170.9701
60.4399,-66.7264
-42.5537,124.6307
-67.5366,7.7769
-41.0633,19.0546
30.5396,10.4805
74.9349,-74.6975
51.359,119.0222
33.5477,-46.687
32.6954,141.8304
-89.4236,-116.8341
-24.731,-127.8633
-43.0123,-36.2254
42.0654,-48.9864
32.5937,-146.9082
69.4923,-139.8024
52.4846,-41.9797
-38.4716,-2.8723
-82.7685,90.1027
80.6226,157.7739
36.6206,27.4981
53.0447,141.2364
8.5676,146.5828
-33.9544,159.2027
4.8398,105.9076
73.8657,9.2866
11.9357,-148.0531
74.1356,-11.173
76.1614,124.6438
-0.3873,-36.137
-39.6693,55.7079
56.2548,-155.4001
67.1675,177.0886
69.8567,132.7313
36.728,87.0386
-59.9501,79.0616
-25.3066,156.6863
68.0166,-89.4257
80.5694,48.0396
-74.1481,133.5939
28.221,55.2763
48.749,147.9951
41.8501,-73.7633
-66.9762,-53.4758
-61.8912,-107.6001
-17.2137,-130.9898
2.2507,39.7949
-51.1677,-55.9335
26.3047,10.0476
82.132,12.1581
-67.7651,66.3073
-3.8614,-41.67
75.6274,-164.5975
-41.9976,21.9095
-13.9213,135.3435
28.6778,44.7841
-44.5066,1.4259
31.1464,11.0282
83.306,87.5189
-57.2775,-94.6959
-65.8242,147.4509
-39.8398,178.8526
23.0259,174.2284
45.5825,-146.2912
34.0128,110.0518
50.2438,-17.3542
3.2247,163.0728
-35.8694,-57.2535
7.1121,102.3632
11.0697,170.9735
13.3344,16.5633
-77.4186,-119.2607
24.5587,-18.3493
-59.7204,-158.8488
31.3231,93.8863
68.1599,-102.3043
-87.1608,2.7324
-22.359,-36.8757
9.3291,-81.0908
66.5245,43.0543
82.1093,76.7286
-51.1461,-96.4652
-45.5475,60.9487
35.2308,-108.3571
-32.8111,162.2648
-47.6411,80.0935
-26.6268,-141.4573
71.5347,-18.432
44.2584,105.8205
5.7181,152.8763
-28.6069,152.8224
-1.5778,-24.6499
-50.8229,-60.0332
-84.2307,-28.8155
-80.2616,17.2488
78.6604,85.2849
53.8228,86.2127
80.4624,90.4228
-45.7691,-58.2658
30.0279,156.027
-44.7181,67.2307
-26.7277,87.1639
-70.1546,-150.1932
-9.2409,-102.2736
-76.7957,-143.2133
31.7266,40.7163
-6.7182,-4.3383
-49.4312,-23.1283
-79.6777,-174.7071
29.7146,-4.8424
-56.2556,37.2472
54.436,-77.8386
26.3852,103.0527
-25.9334,-125.9735
14.707,-98.921
-52.2427,-4.4183
-43.1901,122.8024
30.3418,-18.6913
23.6074,87.2587
5.8404,-107.57
-19.7987,-84.0313
-62.4683,57.5697
-86.8614,-71.0124
-25.9175,-54.5484
-47.3678,43.1681
35.4606,122.2436
-7.3282,-121.5205
-86.5548,6.5358
-58.5818,174.2345
17.8037,133.3057
86.7255,2.5944
-59.7979,-121.5896
9.4783,-58.3921
84.0629,-12.2554
-22.0812,-68.1616
-9.3593,-7.1783
77.4031,-113.855
-76.5076,-127.8146
-18.0105,-131.1295
72.7319,-108.2581
45.517,-97.5739
70.1489,-32.6996
34.4776,-82.7045
-20.7896,-62.9896
19.9212,176.0896
89.6898,-81.0625
-16.7388,-12.6785
-42.4203,23.0388
-72.1301,-176.5283
66.1684,-143.8189
-67.9947,-138.0381
-16.4426,32.2896
-59.0587,-160.7512
-13.9533,171.2037
-85.4636,71.36
-58.3821,-74.1187
-24.4451,-0.7744
-40.2934,126.696
-45.1871,-41.8925
65.7977,146.1377
6.9395,55.0146
65.3251,117.66
-60.8433,55.551
-28.7856,-131.3121
-68.0396,-107.501
-53.4037,61.8631
-23.5034,-8.6029
-30.8438,-12.0599
-17.8227,-100.5614
-24.2022,-116.8798
-15.3329,26.4007
-38.5909,135.1901
38.5228,-96.5132
17.9443,141.0277
59.704,74.3226
58.3381,164.2852
29.0082,179.757
25.4053,75.9911
-79.6905,-62.9963
-26.4049,-14.4394
28.6511,-59.0453
-39.946,174.9497
71.443,-66.2011
37.1356,149.051
-71.5346,110.6098
-82.3714,66.6911
50.674,87.5187
-34.3433,73.7667
-36.7633,-130.4897
-87.5915,93.3053
52.9853,155.9528
-7.1425,-32.3752
-78.9125,-128.8132
-45.5345,1.0412
1.0822,-24.0291
51.8619,113.0209
-79.7632,29.0087
6.0144,3.417
43.3722,57.5555
87.3993,154.3275
-52.3646,-13.011
-41.4611,-52.323
36.4321,49.8312
-58.0709,134.359
87.8082,-165.5836
12.1756,40.0564
-77.9634,-174.0888
70.0172,-15.159
-52.2199,153.1864
80.8065,52.783
74.9278,14.8882
-16.8278,-63.6905
-82.6773,-116.3798
56.5658,-130.1458
-15.9503,14.1474
-37.0407,-162.5987
-57.413,65.7302
35.6821,132.4178
46.3965,-53.8495
-47.2,85.0432
-0.6274,177.655
-67.6646,-153.2307
-0.8886,-16.6495
6.0304,97.4827
-56.1158,104.1472
-24.4795,50.5781
24.1776,-58.4973
-72.3899,-21.1586
-30.8117,-178.2444
45.3931,48.0355
0.1804,117.3141
-11.3573,-134.8002
-86.046,-85.2405
-29.1724,63.6205
-9.513,84.0658
52.4336,37.5329
63.5744,-42.3804
-11.8031,-107.9407
-27.1663,171.0139
-4.7182,75.7127
-9.6699,81.9347
-3.5164,155.4839
-75.2612,92.6157
-11.4123,-156.3808
71.9369,157.4534
70.7422,37.438
-58.1706,-126.5886
-72.9318,81.9217
8.4237,-24.01
-13.9196,-27.8642
77.988,-102.6402
-87.5108,100.3516
-10.9282,179.7376
-39.5059,55.1173
6.2284,140.4513
-18.4687,114.8418
-46.0687,-42.2689
-65.266,-114.6463
13.5229,-0.8784
16.2466,-84.2505
-7.3322,109.5372
64.1534,146.9649
-49.0381,86.6602
16.7647,133.3802
75.1326,80.0705
-78.8574,-61.5672
-39.6242,-27.1372
-61.2954,-20.8567
-44.7576,-134.3219
-37.4296,-178.2546
24.9806,-177.1311
46.654,-92.916
48.4205,-55.4301
-19.571,111.3639
45.1856,83.7377
-40.1223,-37.9448
15.8538,160.2523
-35.7484,-163.0936
-23.3625,-10.5926
-44.7099,-175.0647
-69.0639,97.4612
-1.2347,-32.7141
-7.5775,88.5851
-50.5007,50.2612
74.5386,74.4984
-35.3912,50.1782
62.2549,171.3082
-30.6423,-129.3018
-39.9602,-61.6014
53.7009,-51.2948
66.9121,-168.472
-23.4767,154.8695
-59.0752,-59.2097
13.3287,120.6154
0.0877,-57.0279
-43.7892,135.4536
89.0772,152.8032
39.877,136.4031
-3.5851,91.8456
-70.1335,31.7425
39.8095,65.1868
52.1735,19.5095
7.7166,126.1191
-3.7035,7.3656
-74.6876,104.7965
-6.1365,-40.1786
60.2961,-134.5027
75.9272,-78.168
10.6843,-18.5959
89.7256,21.9247
14.4341,36.3778
20.3482,-29.7818
-5.2137,142.4822
-18.0713,-142.0376
-11.9287,139.4066
-13.772,95.443
14.0083,-105.2339
-40.0793,-1.5848
87.6706,21.4969
-48.029,-133.5118
12.1792,-31.1541
-88.5762,-176.7263
-47.5008,76.4847
-5.1637,-172.4164
-58.6859,129.6055
25.4805,113.2373
72.5174,152.5354
85.0047,68.7806
-88.5048,-49.6275
75.5393,108.9175
29.4968,-165.1329
-48.1197,-40.5856
80.3699,-67.5419
-22.6667,13.0022
-55.4004,-58.3722
-30.8013,-76.7056
67.4837,-26.8656
-46.2045,151.2156
-52.1501,123.8507
48.1741,103.2011
-34.0307,-107.3969
-27.9633,61.0868
-46.8859,141.5811
-15.1523,-105.2318
31.472,-137.7621
-2.2322,111.4327
-3.9214,-62.8238
-35.3938,-25.074
-34.2115,-153.1177
-4.9611,105.791
-65.472,-97.9578
-81.5615,-123.7768
62.7956,-82.9793
61.0844,73.1785
30.3583,16.733
40.5661,-52.7351
-64.1297,-50.1424
-89.0575,-150.6345
41.9089,-62.5136
-77.7629,-7.5634
-26.1639,-63.0325
28.4923,-54.2021
84.0533,72.8881
38.0574,-93.4074
16.4552,179.2859
18.5747,151.4852
84.5813,-128.0823
24.5756,-173.9771
-67.891,105.609
-36.3247,166.7941
-81.3389,-149.4303
-52.1594,-67.3065
20.9725,134.3154
13.9027,26.9227
-81.2398,31.3268
16.2505,40.7145
31.822,-69.0717
78.824,-137.7093
70.6344,-34.2382
82.4083,-171.8576
85.3058,-33.4583
-8.4688,163.8106
7.8498,-158.0044
-74.0791,96.0663
-58.3499,-37.9257
-53.7172,-18.2759
76.6235,-146.6323
-3.337,-116.4435
44.7498,-92.0604
40.8177,-69.6218
39.7606,-85.0871
-24.6771,98.9805
-45.1403,127.1764
-73.0154,-169.2381
-86.6899,123.7351
-28.223,167.6175
87.9119,61.5217
30.64,-115.0704
55.8259,-104.5129
61.0513,43.4137
86.1205,-163.3318
-86.8373,-96.7519
-39.9634,146.9646
5.0208,-122.3454
-77.5715,-61.8114
-87.6254,10.7907
13.8031,-77.2479
12.4406,-2.3769
-15.4728,-17.7452
24.4141,42.5457
50.7224,163.8141
-5.5435,108.6354
-63.5666,161.4616
3.9987,0.5802
54.1082,85.341
-69.833,-118.7344
-36.6977,-154.8848
13.7854,-150.0185
82.0929,58.4382
-64.3523,-154.1264
-24.9392,109.9294
1.164,108.682
85.2422,124.9279
-3.5504,-160.0978
-34.304,21.4411
-85.708,-131.2255
44.9856,111.4841
-72.8528,-110.4219
76.8617,-124.8939
-50.2797,0.3146
13.174,133.9518
-21.1922,-41.4762
-4.6239,-120.1916
58.2708,-11.0562
76.9806,-60.802
-82.422,97.8523
11.9887,61.6219
41.214,161.9549
68.5042,73.2526
18.3522,57.6649
-39.4635,-55.1085
-8.7575,-164.848
31.8746,177.5031
-17.441,-122.1934
-38.5258,-71.8673
76.6457,-22.3715
-82.1953,64.9754
-2.4417,-178.1878
-80.8693,55.0097
-39.7296,72.9076
24.4408,87.3627
-35.3691,163.9194
9.2541,-130.3291
-9.0194,-161.821
-67.2999,94.8394
16.5242,50.1039
-25.3621,-74.9722
-27.6088,-170.2988
8.5837,146.5818
65.1996,-101.2055
10.1369,50.7233
-1.6699,-130.5943
65.3414,12.5329
74.087,-144.0641
-63.875,122.2339
-83.503,173.9072
10.5389,-6.4358
48.8691,-85.281
-76.815,43.2016
57.2256,-166.7467
87.3161,-57.132
-15.5233,54.7284
85.4304,160.0083
-14.8828,103.8105
76.8261,-11.0669
55.5757,101.927
-16.4623,89.9098
53.7169,134.4
66.4763,147.3163
-54.8726,-120.9536
-38.9225,66.8347
16.2402,-129.5673
74.9529,-137.1331
51.1334,-94.8512
-23.643,137.3875
-48.5049,159.4661
-58.03,32.4084
35.376,170.5729
-33.6179,174.1237
-77.5388,-112.8074
-66.3008,137.0786
82.4399,18.2227
7.5369,-150.4849
57.9016,-58.091
-34.4666,130.7032
-10.2551,147.6624
-52.2282,18.601
-72.6862,-30.5307
-45.5224,63.8218
-11.0941,56.878
-34.7184,16.3551
2.6713,-83.0562
20.6488,101.8839
19.7116,-113.7144
9.0986,163.2082
58.8956,0.2913
66.699,151.7463
83.5351,-91.7032
32.3594,-15.354
-31.4787,148.671
65.8652,-101.2137
5.5521,-113.9704
1.0146,125.9356
-30.4577,-75.729
-48.0704,-60.5643
-83.0029,-138.4347
85.9999,-133.2032
19.5979,50.8638
33.7538,-32.6675
-84.7299,101.6047
-23.2812,-69.8709
79.5455,-108.2963
-81.5658,40.8812
30.5133,-85.3156
39.9596,-66.9314
88.9066,76.1636
46.2949,94.249
47.9956,-75.7536
25.0005,86.2573
-28.064,-154.1849
53.0969,-130.4243
78.7477,21.3023
-11.8744,-39.0356
27.0148,-67.9057
-39.5179,23.7825
-64.016,166.5973
66.2493,14.4068
-60.3037,110.7796
35.0858,-84.0547
77.1165,134.9646
-79.617,-147.5454
19.0428,150.5681
1.9363,-138.4519
60.3997,77.6605
51.7009,134.5284
-89.3139,158.1021
49.6111,66.6477
-10.6686,132.3546
-66.4605,50.485
67.5276,43.3314
-45.0547,130.4546
46.3071,-40.6304
-15.2416,-112.1849
29.328,-107.9418
16.6607,-10.3634
-3.1594,59.981
48.6485,-28.3466
75.4097,176.6849
50.039,112.392
-35.7881,79.9532
-9.0668,93.934
39.8251,161.113
-63.7922,-47.0545
-28.6646,-46.7058
10.6553,21.924
69.2047,58.9251
-40.3381,-117.9114
16.3273,-66.5326
3.4508,60.178
0.5024,-156.8514
34.7601,119.2036
-40.918,-141.2632
-45.4417,-138.9515
64.3295,74.0388
37.1919,61.0639
33.7332,149.9152
-42.1835,-139.2414
35.4072,-15.9175
-57.2926,95.8978
-2.3272,-172.5613
13.2841,-80.1309
38.3074,-157.1854
83.6151,107.6998
-83.602,156.6545
39.4685,151.4592
64.5083,10.531
66.8213,42.3515
-59.8111,-1.9176
1.075,-110.9751
-83.6859,29.7212
31.9845,-160.7782
-62.6286,-9.4355
-2.1035,-9.6733
0.6678,-65.3217
32.3236,-167.2293
-28.1701,-131.7379
39.3971,-116.5803
-44.7813,-60.5978
35.3328,-67.024
-35.1404,37.5371
43.152,-15.5249
-22.2427,-141.6771
16.7084,105.8547
47.6443,136.071
-39.7677,22.1734
38.3574,-128.1195
10.2068,-102.5325
-40.156,101.9819
-7.8552,136.8582
-32.3149,171.1539
-21.8761,96.3857
36.7996,-152.0476
-43.322,12.0389
2.6543,-61.4942
-37.528,-153.1093
75.3583,38.9605
-28.6354,-8.1475
-47.8324,-81.8849
-40.6242,14.4945
21.4739,40.3449
-64.9091,-44.493
-32.0954,135.2704
-78.6142,150.4779
62.769,146.4034
19.9489,170.2078
67.6044,-9.7344
-85.9305,-72.3709
-76.0602,102.8605
18.9282,-95.488
-41.9701,41.0627
-33.5403,-146.9933
-74.828,-14.927
54.8239,-121.8091
8.8184,41.7805
32.4589,-153.3251
-46.5734,166.7391
16.0946,147.1241
45.7682,35.0147
-41.7883,-144.0666
-64.5179,-152.5791
21.7048,76.6314
-81.4657,-7.0174
14.1893,-17.7939
23.6683,-34.5456
-38.5148,-6.0601
82.3255,-67.0498
86.7811,64.7845
-38.3478,-74.7102
-36.9042,-157.5561
60.1512,-62.2542
-18.1801,178.1766
-77.1785,-22.9349
68.3172,5.2277
-69.9573,30.5978
